icao,iata,name,lat,lon,country,type
UGTB,TBS,Tbilisi International Airport,41.669201,44.9547,GE,large_airport
UKBB,KBP,Boryspil International Airport,50.345001,30.894699,UA,medium_airport
UKCM,MPW,Mariupol International Airport,47.07609939575195,37.44960021972656,UA,medium_airport
UKDB,ERD,Berdyansk Airport,46.814999,36.758099,UA,medium_airport
UKDD,DNK,Dnipro International Airport,48.357201,35.100601,UA,medium_airport
UKDE,OZH,Zaporizhzhia International Airport,47.866962,35.314723,UA,large_airport
UKDR,KWG,Kryvyi Rih International Airport,48.04330062866211,33.209999084472656,UA,medium_airport
UKFB,UKS,Sevastopol International Airport / Belbek Air Base,44.691822,33.57462,UA,medium_airport
UKFF,SIP,Simferopol International Airport,45.0522,33.975101,UA,large_airport
UKFG,,Gvardeyskoye (Hvardiiske) Air Base,45.116192,33.976625,UA,medium_airport
UKFI,,Saky Air Base,45.090611,33.598536,UA,medium_airport
UKFY,,Dzhankoy Air Base,45.700901,34.4189,UA,medium_airport
UKHH,HRK,Kharkiv International Airport,49.926943,36.290814,UA,medium_airport
UKKA,,Kacha Air Base,44.779764,33.572245,UA,medium_airport
UKKE,CKC,Cherkasy International Airport,49.4156,31.9953,UA,medium_airport
UKKM,,Hostomel Airport,50.6035,30.1919,UA,medium_airport
UKKO,,Ozerne Air Base,50.158298,28.7383,UA,medium_airport
UKLH,HMJ,Khmelnytskyi Airport,49.359699,26.933399,UA,medium_airport
UKLI,IFO,Ivano-Frankivsk International Airport,48.88420104980469,24.686100006103516,UA,medium_airport
UKLL,LWO,Lviv International Airport,49.8125,23.9561,UA,large_airport
UKLN,CWC,Chernivtsi International Airport,48.259300231933594,25.98080062866211,UA,medium_airport
UKLR,RWN,Rivne International Airport,50.60710144042969,26.141599655151367,UA,medium_airport
UKLU,UDJ,Uzhhorod International Airport,48.6343,22.263399,UA,large_airport
UKOH,KHE,Kherson International Airport,46.6758,32.506401,UA,medium_airport
UKOO,ODS,Odesa International Airport,46.427196,30.672649,UA,large_airport
UKWW,VIN,Vinnytsia/Gavyryshivka International Airport,49.242531,28.613778,UA,medium_airport
ULAA,ARH,Talagi Airport,64.60030364990234,40.71670150756836,RU,medium_airport
ULAH,VKV,Vaskovo Airport,64.441704,40.4217,RU,medium_airport
ULKK,KSZ,Kotlas Airport,61.235801696777344,46.6974983215332,RU,medium_airport
ULLI,LED,Pulkovo Airport,59.800301,30.262501,RU,large_airport
ULLK,,Krechevitsy Air Base,58.625,31.385,RU,medium_airport
ULLP,,Pushkin Airport,59.685001,30.338301,RU,medium_airport
ULMM,MMK,Emperor Nicholas II Murmansk Airport,68.7817,32.750801,RU,large_airport
ULOL,VLU,Velikiye Luki Airport,56.381066,30.607846,RU,medium_airport
ULOO,PKV,Princess Olga Pskov International Airport,57.781316,28.39384,RU,medium_airport
ULPB,PES,Petrozavodsk Airport,61.885201,34.154701,RU,medium_airport
ULPP,,Peski Airfield,61.831944,34.295555,RU,medium_airport
ULWC,CEE,Cherepovets Airport,59.273601532,38.0158004761,RU,medium_airport
ULWU,VUS,Velikiy Ustyug Airport,60.7883,46.259998,RU,medium_airport
ULWW,VGD,Vologda Airport,59.282501,39.944401,RU,medium_airport
UMBB,BQT,Brest International Airport,52.108138,23.89676,BY,large_airport
UMGG,GME,Gomel Airport,52.527000427246094,31.016700744628903,BY,medium_airport
UMII,VTB,Vitebsk Vostochny Airport,55.126499176025,30.349599838257,BY,medium_airport
UMKK,KGD,Khrabrovo Airport,54.89161,20.598559,RU,large_airport
UMMA,,Baranavichi Air Base,53.099998,26.049999,BY,medium_airport
UMMG,GNA,Hrodna Airport,53.602001,24.053801,BY,medium_airport
UMMS,MSQ,Minsk National Airport,53.888071,28.039964,BY,large_airport
UMNB,,Babruisk Air Base,53.105,29.205,BY,medium_airport
UMOO,MVQ,Mogilev Airport,53.95489883422851,30.09510040283203,BY,medium_airport
URKA,AAQ,Anapa Vityazevo Airport,45.002102,37.347301,RU,medium_airport
URKG,GDZ,Gelendzhik Airport,44.5820926295,38.0124807358,RU,medium_airport
URKK,KRR,Krasnodar Pashkovsky International Airport,45.034465,39.174215,RU,large_airport
URMG,GRV,Akhmat Kadyrov Grozny International Airport,43.388106,45.699772,RU,large_airport
URMM,MRV,Mineralnye Vody Airport,44.225101,43.081902,RU,large_airport
URMN,NAL,Nalchik Airport,43.512901,43.6366,RU,medium_airport
URMO,OGZ,Vladikavkaz Beslan International Airport,43.205101,44.606602,RU,medium_airport
URMS,IGT,Magas Airport,43.323268,45.012568,RU,medium_airport
URMT,STW,Stavropol Shpakovskoye Airport,45.10919952392578,42.11280059814453,RU,medium_airport
URRP,ROV,Platov International Airport,47.493888,39.924722,RU,large_airport
URRT,TGK,Taganrog Yuzhny Airport,47.1983333,38.8491667,RU,medium_airport
URSS,AER,Sochi International Airport,43.449902,39.9566,RU,large_airport
URWI,ESL,Elista Airport,46.373901,44.330898,RU,medium_airport
URWW,VOG,Volgograd International Airport,48.78134,44.339194,RU,large_airport
UUBA,KMW,Kostroma Sokerkino Airport,57.796902,41.019402,RU,medium_airport
UUBC,KLF,Grabtsevo Airport,54.5499992371,36.3666687012,RU,medium_airport
UUBI,IWA,Ivanovo South Airport,56.93939971923828,40.940799713134766,RU,medium_airport
UUBK,RYB,Staroselye Airport,58.104198,38.929401,RU,medium_airport
UUBP,BZK,Bryansk International Airport,53.214403,34.175965,RU,medium_airport
UUBW,ZIA,Zhukovsky International Airport,55.553299,38.150002,RU,large_airport
UUDD,DME,Domodedovo International Airport,55.408798,37.9063,RU,large_airport
UUDL,IAR,Golden Ring Yaroslavl International Airport,57.560699,40.157398,RU,large_airport
UUEE,SVO,Sheremetyevo International Airport,55.976858,37.41121,RU,large_airport
UUEM,KLD,Migalovo Air Base,56.82469940185547,35.7577018737793,RU,medium_airport
UUMB,,Kubinka Air Base,55.611695,36.650002,RU,medium_airport
UUMT,,Tretyakovo Airport,54.904999,39.026669,RU,medium_airport
UUMU,CKL,Chkalovskiy Air Base,55.8783,38.061699,RU,medium_airport
UUOB,EGO,Belgorod International Airport,50.643798828125,36.5900993347168,RU,medium_airport
UUOK,URS,Kursk East Airport,51.7505989074707,36.29560089111328,RU,medium_airport
UUOL,LPK,Lipetsk Airport,52.70280075073242,39.53779983520508,RU,medium_airport
UUOO,VOZ,Voronezh International Airport,51.814324,39.230948,RU,medium_airport
UUOT,TBW,Donskoye Airport,52.806099,41.4828,RU,medium_airport
UUWW,VKO,Vnukovo International Airport,55.591499,37.261501,RU,large_airport
UWGG,GOJ,Nizhny Novgorod / Strigino International Airport,56.227351,43.785152,RU,large_airport
UWPP,PEZ,Penza Airport,53.1106,45.021099,RU,medium_airport
UWPS,SKX,Saransk International Airport,54.12513,45.212257,RU,large_airport
UWSG,GSV,Gagarin International Airport,51.712778,46.171111,RU,large_airport
XRMU,,Khankala Air Base,43.2981,45.7841,RU,medium_airport
XRWL,,Lebyazhye Air Base,50.201698,45.208302,RU,medium_airport
